GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C7L001,C7M001,C7M002,C7M003,C8Y001,C9B001,C9B002,C9C001,C9C002,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C8N001,C8N002,C8N003,C8N004,C8N005,C8N006,C8N007,C8N008,C8N009,C8N010,C8N011,C8N012,C8N013,C8N014,C8O001
"G1800130","1980","A","2","3","Indiana","18",,"Brown","013",,,,,,,,,,,,,"07",,,,,,,,"BROWN COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",12377,0,0,12377,6033,4432,1372,6224,6153,12287,18,19,1,0,2,1,1,3,3,0,1,0,0,41,17,64,50,45,25,53,42,57,68,41,32,5,2,94,159
"G1800150","1980","A","2","3","Indiana","18",,"Carroll","015",,,,,,,,,,,,,"09",,,,,,,,"CARROLL COUNTY","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",19722,0,3042,16680,8400,6991,742,9713,10009,19630,17,23,0,0,1,1,3,1,9,0,0,0,0,37,36,187,158,161,28,92,64,82,87,29,13,0,0,158,131
"G1800170","1980","A","2","3","Indiana","18",,"Cass","017",,,,,,,,,,,,,"09",,,,,,,,"CASS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",40936,0,17899,23037,15769,14715,944,19718,21218,40449,318,46,4,0,10,12,16,7,21,8,0,0,0,45,119,468,311,391,143,343,154,374,289,64,17,0,2,247,143
"G1800190","1980","A","2","3","Indiana","18","4520","Clark","019",,,,,,,,,,,,,"F",,,,,,,,"CLARK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",88838,55380,8807,24651,33083,31021,1903,42984,45854,83869,4317,127,3,0,27,26,100,39,80,12,14,2,1,221,448,1064,543,550,191,426,337,1339,2401,785,221,12,12,415,184
"G1800210","1980","A","2","3","Indiana","18","8320","Clay","021",,,,,,,,,,,,,"06",,,,,,,,"CLAY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",24862,0,7852,17010,10283,9232,887,11886,12976,24713,90,18,1,0,8,3,0,6,3,0,2,1,0,17,82,300,132,139,55,153,75,130,103,16,11,1,2,238,132
"G1800230","1980","A","2","3","Indiana","18",,"Clinton","023",,,,,,,,,,,,,"09",,,,,,,,"CLINTON COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",31545,0,15168,16377,12155,11325,817,15109,16436,31344,13,22,1,0,5,3,11,14,12,0,2,0,0,118,100,368,237,345,164,265,197,393,243,39,5,2,13,169,148
"G1800250","1980","A","2","3","Indiana","18",,"Crawford","025",,,,,,,,,,,,,"07",,,,,,,,"CRAWFORD COUNTY","0","0","1","0","1","0","1","1","0","0","0","1","1","0","0","0","0","0","0","1","1",9820,0,0,9820,4126,3462,502,4903,4917,9757,13,43,0,0,1,0,0,4,1,0,1,0,0,0,36,72,47,34,3,14,1,1,4,2,0,0,0,97,99
"G1800270","1980","A","2","3","Indiana","18",,"Daviess","027",,,,,,,,,,,,,"06",,,,,,,,"DAVIESS COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0",27836,0,11325,16511,10557,9878,625,13416,14420,27649,124,14,0,0,9,1,0,2,5,0,0,2,0,30,174,475,296,239,69,169,56,76,60,21,8,0,0,209,112
"G1800290","1980","A","2","3","Indiana","18","1640","Dearborn","029",,,,,,,,"21",,,,,"08",,,,,,,,"DEARBORN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0",34291,0,12014,22277,12412,11486,856,16865,17426,33930,227,26,1,0,7,0,16,13,27,13,3,0,0,28,62,320,191,218,86,180,146,220,348,75,29,8,1,191,154
"G1800310","1980","A","2","3","Indiana","18",,"Decatur","031",,,,,,,,,,,,,"05",,,,,,,,"DECATUR COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",23841,0,9254,14587,8750,8069,514,11638,12203,23749,2,9,0,0,3,0,22,23,7,14,5,0,0,7,82,273,173,185,76,116,81,131,151,28,3,4,0,142,133
"G1800330","1980","A","2","3","Indiana","18","2760","DeKalb","033",,,,,,,,,,,,,"03",,,,,,,,"DE KALB COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",33606,0,15505,18101,12284,11437,795,16514,17092,33374,28,64,0,0,7,4,5,6,9,17,0,0,0,92,54,208,128,192,76,181,103,309,203,32,9,1,1,161,155
"G1800350","1980","A","2","3","Indiana","18","5280","Delaware","035",,,,,,,,,,,,,"H",,,,,,,,"DELAWARE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",128587,92389,2380,33818,47583,44670,2859,61288,67299,120018,7587,211,1,0,49,55,41,53,94,25,17,0,3,433,410,1225,955,1929,775,1044,929,1634,2009,645,357,91,48,523,157
"G1800370","1980","A","2","3","Indiana","18",,"Dubois","037",,,,,,,,,,,,,"07",,,,,,,,"DUBOIS COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0",34238,0,14473,19765,11813,11201,491,16818,17420,34129,8,17,0,0,1,6,11,7,14,0,1,0,0,44,90,320,172,187,89,165,98,309,269,37,16,0,0,194,151
"G1800390","1980","A","2","3","Indiana","18","2330","Elkhart","039",,,,,,,,,,,,,"01",,,,,,,,"ELKHART COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",137330,83920,4694,48716,51861,48148,3626,66396,70934,129971,5761,246,3,7,36,122,30,90,110,90,11,2,0,851,365,940,604,891,584,837,865,2160,2674,897,292,67,40,659,177
"G1800410","1980","A","2","3","Indiana","18",,"Fayette","041",,,,,,,,,,,,,"04",,,,,,,,"FAYETTE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",28272,0,17023,11249,10633,9960,659,13745,14527,27691,459,27,0,0,0,2,6,7,28,16,0,0,0,36,70,337,240,384,191,217,190,297,292,41,12,0,5,165,146
"G1800430","1980","A","2","3","Indiana","18","4520","Floyd","043",,,,,,,,,,,,,"F",,,,,,,,"FLOYD COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",61169,39223,0,21946,22776,21459,1259,29362,31807,58736,2182,39,0,0,15,7,41,7,16,16,5,1,1,103,320,958,465,532,209,361,279,502,701,449,274,11,6,291,151
"G1800450","1980","A","2","3","Indiana","18",,"Fountain","045",,,,,,,,,,,,,"09",,,,,,,,"FOUNTAIN COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",19033,0,6724,12309,7731,6972,544,9232,9801,18958,4,16,0,0,11,2,2,1,5,0,0,0,0,34,63,325,180,187,46,107,72,62,63,7,8,0,0,164,119
"G1800470","1980","A","2","3","Indiana","18",,"Franklin","047",,,,,,,,,,,,,"08",,,,,,,,"FRANKLIN COUNTY","0","0","1","1","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","1","0",19612,0,3557,16055,6676,6137,412,9739,9873,19569,2,13,0,0,2,0,11,1,2,6,1,0,0,5,46,184,100,148,46,109,42,34,20,12,5,1,0,129,126
"G1800490","1980","A","2","3","Indiana","18",,"Fulton","049",,,,,,,,,,,,,"02",,,,,,,,"FULTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",19335,0,5050,14285,8632,7203,1025,9412,9923,19072,156,39,0,0,5,3,17,7,4,2,0,0,1,29,58,166,103,162,56,117,47,119,105,15,5,2,1,138,139
"G1800510","1980","A","2","3","Indiana","18","2440","Gibson","051",,,,,,,,,,,,,"06",,,,,,,,"GIBSON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",33156,0,14781,18375,13057,12180,825,16158,16998,32427,618,19,0,0,9,3,8,6,20,4,1,0,0,41,160,385,269,337,68,230,106,235,115,41,3,1,2,269,130
"G1800530","1980","A","2","3","Indiana","18",,"Grant","053",,,,,,,,,,,,,"04",,,,,,,,"GRANT COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",80934,0,48865,32069,30176,27943,2145,39197,41737,74581,5264,158,0,0,16,37,66,33,54,34,3,0,2,686,293,1094,722,839,394,524,467,957,968,186,78,17,4,399,148
"G1800550","1980","A","2","3","Indiana","18",,"Greene","055",,,,,,,,,,,,,"06",,,,,,,,"GREENE COUNTY","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1",30416,0,9020,21396,12625,11519,978,14504,15912,30293,10,21,0,0,7,6,17,9,21,3,6,0,0,23,104,383,219,239,50,154,59,64,59,3,3,1,1,258,117
"G1800570","1980","A","2","3","Indiana","18","3480","Hamilton","057",,,,,,,,"44",,,,,"05",,,,,,,,"HAMILTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",82027,27306,17396,37325,29071,27263,1725,40312,41715,81025,361,67,3,4,47,87,46,60,108,54,8,0,0,157,108,358,244,298,134,257,225,563,1036,688,710,232,105,295,214
"G1800590","1980","A","2","3","Indiana","18","3480","Hancock","059",,,,,,,,"44",,,,,"05",,,,,,,,"HANCOCK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43939,1936,14226,27777,15156,14472,672,21627,22312,43636,43,36,0,0,10,10,15,39,31,0,3,0,0,116,23,221,234,252,132,287,192,450,363,159,94,3,0,179,163
"G1800610","1980","A","2","3","Indiana","18",,"Harrison","061",,,,,,,,,,,,,"07",,,,,,,,"HARRISON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",27276,0,2724,24552,9972,9085,800,13485,13791,27059,145,21,0,0,5,0,4,7,7,5,1,3,0,19,55,137,127,106,31,66,33,122,80,24,9,2,1,196,135
"G1800630","1980","A","2","3","Indiana","18","3480","Hendricks","063",,,,,,,,"44",,,,,"05",,,,,,,,"HENDRICKS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",69804,4263,19653,45888,23639,22683,922,35146,34658,69117,353,62,1,1,10,29,41,21,33,31,3,0,0,102,77,294,219,384,130,246,181,462,591,295,117,15,7,210,169
"G1800650","1980","A","2","3","Indiana","18",,"Henry","065",,,,,,,,,,,,,"04",,,,,,,,"HENRY COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",53336,0,23034,30302,19985,18796,1158,25766,27570,52649,496,60,7,0,12,2,4,13,6,11,0,0,0,76,111,588,475,594,263,399,259,406,324,74,14,4,1,291,140
"G1800670","1980","A","2","3","Indiana","18","3850","Howard","067",,,,,,,,,,,,,"04",,,,,,,,"HOWARD COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",86896,61224,0,25672,32919,31050,1814,41873,45023,81711,4279,184,0,0,32,61,33,58,55,16,8,1,7,451,268,590,495,607,319,583,495,1195,1843,542,164,16,11,356,175
"G1800690","1980","A","2","3","Indiana","18",,"Huntington","069",,,,,,,,,,,,,"03",,,,,,,,"HUNTINGTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",35596,0,16202,19394,13280,12363,881,17102,18494,35269,40,99,0,0,8,6,3,15,45,14,1,1,0,95,59,273,157,228,117,135,231,385,445,96,19,0,1,184,165
"G1800710","1980","A","2","3","Indiana","18",,"Jackson","071",,,,,,,,,,,,,"08",,,,,,,,"JACKSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36523,0,17754,18769,13885,12955,816,17639,18884,36217,129,47,0,3,3,0,2,13,27,43,0,0,0,39,155,295,161,199,110,109,124,271,394,95,44,20,3,223,156
"G1800730","1980","A","2","3","Indiana","18",,"Jasper","073",,,,,,,,,,,,,"02",,,,,,,,"JASPER COUNTY","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0",26138,0,7503,18635,8750,8288,403,12947,13191,25919,55,15,0,0,11,2,4,8,5,1,0,0,0,118,21,141,133,131,54,152,98,219,217,38,11,2,1,181,158
"G1800750","1980","A","2","3","Indiana","18",,"Jay","075",,,,,,,,,,,,,"03",,,,,,,,"JAY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",23239,0,10091,13148,9072,8359,681,11253,11986,23085,48,24,0,0,5,6,5,6,4,2,1,0,0,53,67,324,199,222,80,106,48,81,44,5,4,0,0,145,120
"G1800770","1980","A","2","3","Indiana","18",,"Jefferson","077",,,,,,,,,,,,,"08",,,,,,,,"JEFFERSON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",30419,0,16526,13893,11159,10288,755,14814,15605,29844,396,37,0,0,9,28,8,9,26,4,1,0,0,57,115,308,169,190,74,144,98,334,396,136,71,7,7,158,163
"G1800790","1980","A","2","3","Indiana","18",,"Jennings","079",,,,,,,,,,,,,"08",,,,,,,,"JENNINGS COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",22854,0,5768,17086,7817,7312,458,11394,11460,22588,197,13,0,0,3,0,6,5,11,10,0,0,0,21,55,147,124,107,21,120,66,118,114,20,6,1,1,119,148
"G1800810","1980","A","2","3","Indiana","18","3480","Johnson","081",,,,,,,,"44",,,,,"05",,,,,,,,"JOHNSON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",77240,37734,15958,23548,27228,25345,1563,37642,39598,75912,833,63,0,0,28,71,61,61,54,3,4,2,0,148,212,390,310,381,300,334,352,842,1333,400,179,27,30,350,179
"G1800830","1980","A","2","3","Indiana","18",,"Knox","083",,,,,,,,,,,,,"06",,,,,,,,"KNOX COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",41838,0,25570,16268,16416,15481,851,20283,21555,41107,445,44,0,0,8,60,4,8,12,6,0,0,0,144,247,677,401,400,103,303,151,441,389,153,66,12,3,324,137
"G1800850","1980","A","2","3","Indiana","18",,"Kosciusko","085",,,,,,,,,,,,,"02",,,,,,,,"KOSCIUSKO COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",59555,0,16053,43502,29337,20863,3761,29098,30457,58719,212,53,1,1,22,58,24,36,30,23,5,0,0,371,88,355,298,443,184,368,223,622,629,189,71,16,6,366,160
"G1800870","1980","A","2","3","Indiana","18",,"Lagrange","087",,,,,,,,,,,,,"03",,,,,,,,"LAGRANGE COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",25550,0,0,25550,10575,7771,578,12546,13004,25440,3,33,0,0,2,16,0,5,7,10,0,0,0,34,33,112,88,130,50,109,51,109,118,13,5,1,1,186,149
"G1800890","1980","A","2","3","Indiana","18","2960","Lake","089",,,,,,,,"14",,,,,"A",,,,,,,,"LAKE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",522965,478635,18555,25775,186383,175098,10794,254393,268572,373428,126051,655,5,5,181,259,688,375,359,150,47,14,3,20745,1880,6416,4088,5107,1874,4097,2478,6675,9113,6873,3659,368,104,2070,172
"G1800910","1980","A","2","3","Indiana","18",,"LaPorte","091",,,,,,,,,,,,,"01",,,,,,,,"LA PORTE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",108632,0,64114,44518,40545,37405,2682,53959,54673,98899,8662,195,0,0,33,24,95,84,68,51,10,1,0,510,286,954,696,1008,410,766,607,1359,1366,709,179,25,9,567,161
"G1800930","1980","A","2","3","Indiana","18",,"Lawrence","093",,,,,,,,,,,,,"07",,,,,,,,"LAWRENCE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",42472,0,19051,23421,16577,15525,915,20420,22052,42224,115,37,1,0,8,8,19,9,15,1,0,0,3,32,226,507,263,267,131,172,213,228,153,41,18,1,0,345,129
"G1800950","1980","A","2","3","Indiana","18","0400","Madison","095",,,,,,,,"44",,,,,"04",,,,,,,,"MADISON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",139336,77671,16636,45029,53361,49985,3259,67771,71565,128913,9652,153,2,0,51,32,30,73,63,30,8,6,1,322,387,1315,1116,1616,614,1155,797,1447,1832,520,159,45,7,652,154
"G1800970","1980","B","2","3","Indiana","18","3480","Marion","097",,,,,,,,"44",,,,,"D",,,,,,,,"MARION COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",765233,765233,0,0,309557,285092,24301,364199,401034,601092,155310,1068,17,13,490,767,835,733,867,435,101,23,9,3473,2685,11312,7357,9069,4426,6304,5486,15185,23506,13772,7705,1156,332,2688,185
"G1800990","1980","A","2","3","Indiana","18","7800","Marshall","099",,,,,,,,,,,,,"02",,,,,,,,"MARSHALL COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",39155,0,11258,27897,15371,13640,1178,19059,20096,38769,61,20,0,0,5,0,22,18,2,11,0,0,0,247,31,249,230,300,113,236,172,403,314,62,16,2,0,229,156
"G1801010","1980","A","2","3","Indiana","18",,"Martin","101",,,,,,,,,,,,,"07",,,,,,,,"MARTIN COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",11001,0,3100,7901,4115,3793,296,5460,5541,10930,7,16,0,0,2,1,17,4,4,8,0,0,0,12,41,175,131,80,11,23,13,20,14,6,2,0,0,86,106
"G1801030","1980","A","2","3","Indiana","18",,"Miami","103",,,,,,,,,,,,,"09",,,,,,,,"MIAMI COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",39820,0,18440,21380,14617,13685,901,19760,20060,37886,1087,377,0,0,28,14,64,36,7,2,16,2,3,298,60,367,309,407,168,250,213,434,506,127,67,8,0,583,156
"G1801050","1980","A","2","3","Indiana","18","1020","Monroe","105",,,,,,,,,,,,,"07",,,,,,,,"MONROE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",98785,63513,3328,31944,36213,33952,2027,48658,50127,93472,2570,125,2,3,212,389,114,209,160,30,14,10,1,1474,392,1008,660,1527,619,1070,983,2676,2330,1580,716,163,99,438,177
"G1801070","1980","A","2","3","Indiana","18",,"Montgomery","107",,,,,,,,,,,,,"09",,,,,,,,"MONTGOMERY COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",35501,0,13325,22176,13771,12967,725,17489,18012,35211,154,28,1,0,7,9,7,10,2,10,1,0,0,61,124,320,258,409,182,283,287,324,292,49,21,5,2,198,149
"G1801090","1980","A","2","3","Indiana","18","3480","Morgan","109",,,,,,,,"44",,,,,"06",,,,,,,,"MORGAN COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",51999,0,16660,35339,18249,17160,1005,25703,26296,51845,8,42,0,0,13,10,10,22,13,1,0,0,0,35,145,381,218,335,121,226,199,446,589,158,28,6,67,224,162
"G1801110","1980","A","2","3","Indiana","18",,"Newton","111",,,,,,,,,,,,,"02",,,,,,,,"NEWTON COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",14844,0,0,14844,5502,5059,389,7330,7514,14743,11,18,0,0,1,9,19,3,6,0,0,0,0,34,25,123,99,95,20,85,32,83,64,21,18,1,0,98,138
"G1801130","1980","A","2","3","Indiana","18",,"Noble","113",,,,,,,,,,,,,"03",,,,,,,,"NOBLE COUNTY","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",35443,0,10433,25010,14423,12065,1111,17325,18118,35211,28,37,0,0,3,4,2,10,3,6,1,0,0,138,132,283,224,257,124,200,179,237,181,25,7,1,1,213,142
"G1801150","1980","A","2","3","Indiana","18",,"Ohio","115",,,,,,,,,,,,,"08",,,,,,,,"OHIO COUNTY","0","0","0","1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","1","1","0",5114,0,0,5114,2170,1819,195,2508,2606,5053,48,2,0,0,3,0,2,1,2,0,0,0,0,3,22,73,50,37,15,25,7,20,21,5,0,0,0,46,117
"G1801170","1980","A","2","3","Indiana","18",,"Orange","117",,,,,,,,,,,,,"07",,,,,,,,"ORANGE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",18677,0,3637,15040,7449,6717,662,9186,9491,18376,227,19,0,0,3,1,0,5,13,3,0,1,0,29,117,244,119,126,33,47,37,32,31,12,3,0,4,184,107
"G1801190","1980","A","2","3","Indiana","18",,"Owen","119",,,,,,,,,,,,,"06",,,,,,,,"OWEN COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",15841,0,2732,13109,6976,5631,709,7883,7958,15725,38,39,0,0,7,2,5,1,5,7,0,0,0,12,65,153,81,94,26,66,27,37,14,5,3,1,0,128,117
"G1801210","1980","A","2","3","Indiana","18",,"Parke","121",,,,,,,,,,,,,"09",,,,,,,,"PARKE COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",16372,0,2785,13587,7451,5954,564,8140,8232,16270,41,26,0,0,5,0,0,5,5,9,0,0,1,10,56,191,101,97,25,64,23,35,23,8,3,0,0,185,113
"G1801230","1980","A","2","3","Indiana","18",,"Perry","123",,,,,,,,,,,,,"07",,,,,,,,"PERRY COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0",19346,0,8704,10642,7335,6760,552,9508,9838,19272,12,22,0,2,12,0,2,6,5,0,0,0,1,12,58,269,98,77,45,79,71,100,106,17,6,0,0,109,130
"G1801250","1980","A","2","3","Indiana","18",,"Pike","125",,,,,,,,,,,,,"06",,,,,,,,"PIKE COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",13465,0,2987,10478,5440,5049,380,6511,6954,13395,12,26,0,0,2,0,13,1,1,0,2,0,0,13,70,138,109,97,18,56,8,14,17,4,1,0,0,157,111
"G1801270","1980","A","2","3","Indiana","18","2960","Porter","127",,,,,,,,"14",,,,,"A",,,,,,,,"PORTER COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",119816,52549,24943,42324,41529,39146,1970,59195,60621,117846,299,161,3,0,49,92,154,79,83,77,14,1,2,956,148,284,229,265,143,336,305,998,2732,1977,755,68,32,441,226
"G1801290","1980","A","2","3","Indiana","18","2440","Posey","129",,,,,,,,,,,,,"06",,,,,,,,"POSEY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",26414,0,7656,18758,9937,9075,677,13095,13319,25989,302,36,0,0,3,17,7,5,10,2,0,0,0,43,110,299,143,177,49,124,46,211,181,100,31,12,2,180,143
"G1801310","1980","A","2","3","Indiana","18",,"Pulaski","131",,,,,,,,,,,,,"02",,,,,,,,"PULASKI COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0",13258,0,0,13258,5417,4689,322,6527,6731,13155,57,2,0,0,3,5,2,3,2,1,0,0,0,28,25,97,76,108,23,62,24,40,44,14,3,0,3,94,131
"G1801330","1980","A","2","3","Indiana","18",,"Putnam","133",,,,,,,,,,,,,"05",,,,,,,,"PUTNAM COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",29163,0,8403,20760,10252,9404,733,14589,14574,28579,434,34,2,0,16,3,11,10,22,3,2,1,0,46,36,229,168,204,63,179,77,265,155,41,15,0,0,174,151
"G1801350","1980","A","2","3","Indiana","18",,"Randolph","135",,,,,,,,,,,,,"04",,,,,,,,"RANDOLPH COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",29997,0,9812,20185,11532,10709,783,14631,15366,29781,69,35,0,0,9,6,16,2,10,1,1,1,0,66,60,410,295,318,85,217,96,102,46,16,4,0,2,186,124
"G1801370","1980","A","2","3","Indiana","18",,"Ripley","137",,,,,,,,,,,,,"08",,,,,,,,"RIPLEY COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",24398,0,3469,20929,9183,8202,887,11968,12430,24308,7,15,0,2,9,5,22,6,1,3,0,0,0,20,42,249,184,173,29,104,34,90,129,43,6,2,2,174,128
"G1801390","1980","A","2","3","Indiana","18",,"Rush","139",,,,,,,,,,,,,"05",,,,,,,,"RUSH COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",19604,0,6113,13491,7133,6641,468,9537,10067,19384,164,23,1,0,1,1,4,4,1,0,4,0,0,17,64,285,166,208,52,104,56,75,27,17,4,1,0,152,121
"G1801410","1980","A","2","3","Indiana","18","7800","St Joseph","141",,,,,,,,,,,,,"B",,,,,,,,"ST. JOSEPH COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",241617,202513,0,39104,91165,86204,4862,116894,124723,216070,21604,504,6,2,145,279,103,196,283,136,18,14,4,2253,583,2220,1338,2244,803,1810,1059,2804,3673,2145,1177,271,104,924,171
"G1801430","1980","A","2","3","Indiana","18",,"Scott","143",,,,,,,,,,,,,"08",,,,,,,,"SCOTT COUNTY","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1",20422,0,9925,10497,7277,6728,512,10061,10361,20296,2,16,1,0,2,0,31,5,4,0,0,1,0,64,50,228,119,127,41,75,50,103,136,17,7,0,0,131,133
"G1801450","1980","A","2","3","Indiana","18","3480","Shelby","145",,,,,,,,"44",,,,,"05",,,,,,,,"SHELBY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",39887,0,14989,24898,14935,13823,959,19359,20528,39412,301,48,1,1,7,7,32,7,12,2,2,3,2,50,84,337,231,292,179,256,264,350,404,81,18,5,1,194,155
"G1801470","1980","A","2","3","Indiana","18",,"Spencer","147",,,,,,,,,,,,,"06",,,,,,,,"SPENCER COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",19361,0,2590,16771,6975,6417,492,9828,9533,19174,118,24,0,0,4,0,15,4,5,3,0,0,0,14,55,239,118,88,22,77,20,61,80,19,5,0,0,176,117
