StoreNbr,StoreName,StoreType,BuildingAddress,BuildingCity,BuildingStateProv,BuildingPostalCode,SizeSqFt,OpenDate,Latitude,Longitude
1141,GREENFIELD IN,Supercenter,1965 N STATE ST,GREENFIELD,IN,46140,184501,6/30/1988,39.8122904,-85.76964039
1142,SCOTTSBERG IN,Supercenter,1618 W MCCLAIN AVE,SCOTTSBURG,IN,47170,147386,3/1/1988,38.68562615,-85.78755241
1143,SANDERSVILLE GA,Supercenter,1308 S HARRIS ST,SANDERSVILLE,GA,31082,158128,4/12/1988,32.96170768,-82.80920817
1144,YORK SC,Supercenter,970 E LIBERTY ST,YORK,SC,29745,151980,5/3/1988,34.98569841,-81.21827047
1146,MONCKS CORNER SC,Supercenter,511 N HIGHWAY 52,MONCKS CORNER,SC,29461,203091,6/30/1988,33.2046043,-79.98699157
1147,FLIPPIN AR,Supercenter,168 WALMART DRIVE,FLIPPIN,AR,72634,99704,2/2/1988,36.279343,-92.593895
1148,WICHITA FALLS TX,Supercenter,3130 LAWRENCE RD,WICHITA FALLS,TX,76308,224132,11/1/1988,33.87605555,-98.54171831
1149,SAFFORD AZ,Supercenter,755 S 20TH AVE,SAFFORD,AZ,85546,203818,5/3/1988,32.81663138,-109.6998373
1150,COLLEGE STATION TX,Supercenter,1815 BROTHERS BLVD,COLLEGE STATION,TX,77845,254154,5/3/1988,30.59779921,-96.29986153
1151,KANSAS CITY KS,Supercenter,10824 PARALLEL PKWY,KANSAS CITY,KS,66109,199713,11/17/1987,39.12860991,-94.82960763
1152,SIOUX CENTER IA,Supercenter,255 - 16TH ST SW,SIOUX CENTER,IA,51250,153430,3/8/1988,43.05990226,-96.17191085
1153,MACON GA,Supercenter,6020 HARRISON RD,MACON,GA,31206,204167,11/17/1987,32.81027703,-83.72206214
1154,FREDERICKSBURG TX,Supercenter,1435 E MAIN ST,FREDERICKSBURG,TX,78624,155017,4/12/1988,30.24985,-99.09982
1155,LUMBERTON NC,Supercenter,5070 FAYETTEVILLE RD,LUMBERTON,NC,28358,192584,6/30/1988,34.66527295,-79.00145346
1156,MOORESVILLE NC,Supercenter,169 NORMAN STATION BLVD,MOORESVILLE,NC,28117,206365,8/16/1988,35.58961397,-80.85529886
1157,N VERNON IN,Supercenter,2410 N STATE HWY 3,NORTH VERNON,IN,47265,120827,5/3/1988,39.02032849,-85.63996218
1158,ADAMSVILLE AL,Supercenter,2473 HACKWORTH RD,BIRMINGHAM,AL,35214,186806,3/1/1988,33.58020446,-86.92264026
1159,NEW TAZEWELL TN,Wal-Mart,432 S BROAD ST,NEW TAZEWELL,TN,37825,41304,6/2/1988,36.43450698,-83.61344521
1160,AURORA IN,Supercenter,100 SYCAMORE ESTATES DR,AURORA,IN,47001,204129,6/30/1988,39.07462857,-84.89278344
1161,ST CHARLES MO,Wal-Mart,2897 VETERANS MEMORIAL PKWY,SAINT CHARLES,MO,63303,133187,6/30/1988,38.78613075,-90.53469197
1162,WASHINGTON IN,Supercenter,1801 S STATE ROAD 57,WASHINGTON,IN,47501,184503,5/3/1988,38.64020308,-87.17685766
1163,GRETNA LA,Supercenter,4001 BEHRMAN PL,NEW ORLEANS,LA,70114,224043,3/1/1988,29.9130234,-90.01796855
1164,COLUMBIA SC,Supercenter,360 HARBISON BLVD,COLUMBIA,SC,29212,197449,5/3/1988,34.07912615,-81.15179652
1165,RADCLIFF KY,Supercenter,1165 WALMART WAY,RADCLIFF,KY,40160,183917,9/1/1988,37.826645,-85.94293
1166,ELIZABETHTOWN NC,Wal-Mart,1347 W BROAD ST,ELIZABETHTOWN,NC,28337,41304,6/2/1988,34.62049972,-78.59101953
1167,KENOSHA WI,Supercenter,3500 BRUMBACK BLVD,KENOSHA,WI,53144,176414,8/16/1988,42.64996,-87.869149
1168,COLUMBIA MS,Supercenter,1001 HIGHWAY 98 BYP,COLUMBIA,MS,39429,188513,3/1/1988,31.24268408,-89.81008707
1169,SPRINGHILL LA,Supercenter,1920 S ARKANSAS ST,SPRINGHILL,LA,71075,104902,5/3/1988,32.98487712,-93.45968181
1170,LOUISVILLE KY,Supercenter,10445 DIXIE HWY,LOUISVILLE,KY,40272,110269,5/3/1988,38.10372876,-85.86908913
1171,SARASOTA FL,Supercenter,8320 LOCKWOOD RIDGE RD,SARASOTA,FL,34243,158428,6/30/1988,27.39175433,-82.50658111
1172,JACKSONVILLE BEACH FL,Supercenter,13490 BEACH BLVD,JACKSONVILLE,FL,32224,202424,8/16/1988,30.28539826,-81.46264719
1173,JACKSONVILLE FL,Supercenter,8808 BEACH BLVD,JACKSONVILLE,FL,32216,210907,2/2/1988,30.28384438,-81.56300239
1174,THOMASVILLE AL,Supercenter,34301 HIGHWAY 43,THOMASVILLE,AL,36784,146398,4/12/1988,31.892574,-87.74813
1175,FLAGSTAFF AZ,Wal-Mart,2750 S WOODLANDS VILLAGE BLVD,FLAGSTAFF,AZ,86001,106494,11/1/1988,35.17520852,-111.6660805
1176,STOUGHTON WI,Wal-Mart,1800 US HIGHWAY 51,STOUGHTON,WI,53589,41304,4/12/1988,42.91818472,-89.23562526
1177,MANCHESTER MO,Supercenter,201 HIGHLANDS BOULEVARD DR,MANCHESTER,MO,63011,203804,10/3/1988,38.5956408,-90.50669201
1178,BEDFORD TX,Supercenter,4101 HIGHWAY 121,BEDFORD,TX,76021,209388,3/1/1988,32.86476531,-97.10311783
1179,ARDEN NC,Supercenter,60 AIRPORT RD,ARDEN,NC,28704,209944,5/3/1988,35.4562035,-82.5234407
1180,GREENSBURG IN,Supercenter,790 GREENSBURG COMMONS CTR,GREENSBURG,IN,47240,183531,3/1/1988,39.33696,-85.45392
1181,MARIETTA GA,Supercenter,1785 COBB PKWY S,MARIETTA,GA,30060,175591,6/2/1988,33.91130705,-84.4949402
1182,PALM COAST FL,Supercenter,174 CYPRESS POINT PKWY,PALM COAST,FL,32164,178420,3/1/1988,29.55017444,-81.22532642
1183,WEST COLUMBIA SC,Supercenter,2401 AUGUSTA RD,WEST COLUMBIA,SC,29169,221941,3/1/1988,33.98298612,-81.0978737
1184,STONE MOUNTAIN GA,Supercenter,1825 ROCKBRIDGE RD,STONE MOUNTAIN,GA,30087,203167,5/3/1988,33.82508762,-84.12265162
1185,AUSTIN (N) TX,Supercenter,1030 NORWOOD PARK BLVD,AUSTIN,TX,78753,224146,6/2/1988,30.33895166,-97.69056676
1186,LIBERTY TX,Supercenter,2121 HIGHWAY 146 BYP,LIBERTY,TX,77575,203121,6/30/1988,30.05666627,-94.79434709
1187,IOLA KS,Supercenter,2200 N STATE ST,IOLA,KS,66749,105548,4/3/1989,37.94257534,-95.40904054
1188,BRIDGETON MO,Supercenter,11900 ST CHARLES ROCK RD,BRIDGETON,MO,63044,153516,8/16/1988,38.74494872,-90.41874803
1189,BARBOURVILLE KY,Wal-Mart,301 PARKWAY PLZ,BARBOURVILLE,KY,40906,50968,9/1/1988,36.86578,-83.892076
1190,BEREA KY,Supercenter,120 JILL DR,BEREA,KY,40403,149704,5/3/1988,37.5672163,-84.31030103
1191,HILLSBOROUGH NC,Supercenter,501 HAMPTON POINTE B,HILLSBOROUGH,NC,27278,185205,6/29/1989,36.07458,-79.07766
1192,MAGEE MS,Supercenter,1625 SIMPSON HWY #49,MAGEE,MS,39111,151980,8/16/1988,31.872919,-89.734963
1193,MONROE LA,Supercenter,2701 LOUISVILLE AVE,MONROE,LA,71201,200905,11/17/1988,32.52481114,-92.09308478
1194,OAK RIDGE TN,Supercenter,373 S ILLINOIS AVE,OAK RIDGE,TN,37830,209666,8/16/1988,36.00568831,-84.25197816
1195,WAVELAND MS,Supercenter,460 HIGHWAY 90,WAVELAND,MS,39576,205802,11/1/1988,30.30413112,-89.38453775
1196,NEW ROADS LA,Supercenter,460 HOSPITAL RD,NEW ROADS,LA,70760,54962,2/2/1989,30.68577624,-91.46496049
1197,ROCKY MOUNT NC,Supercenter,1511 BENVENUE RD,ROCKY MOUNT,NC,27804,203750,9/1/1988,35.979769,-77.80811709
1198,SAN ANTONIO (N) TX,Supercenter,1515 N LOOP 1604 E,SAN ANTONIO,TX,78232,230023,10/3/1988,29.584537,-98.475424
1199,AVON CO,Supercenter,171 YODER AVENUE,AVON,CO,81620,187326,4/7/1988,39.63132,-106.5216
1200,COLORADO SPRINGS CO,Supercenter,3201 E PLATTE AVE,COLORADO SPRINGS,CO,80909,202772,10/3/1988,38.83977592,-104.7702281
1201,GARDENDALE AL,Supercenter,890 ODUM RD,GARDENDALE,AL,35071,203622,8/16/1988,33.64602479,-86.82775758
1202,WISCONSIN RAPIDS WI,Supercenter,4331 8TH ST S,WISCONSIN RAPIDS,WI,54494,208994,8/16/1988,44.35452302,-89.81410833
1203,WIMAUMA FL,Supercenter,4928 STATE ROAD 674,WIMAUMA,FL,33598,207950,6/2/1988,27.7125798,-82.32694639
1204,LAKE CHARLES (W) LA,Supercenter,3451 NELSON RD,LAKE CHARLES,LA,70605,204167,9/1/1988,30.19553001,-93.24705977
1205,MACCLENNY FL,Supercenter,9218 S STATE ROAD 228,MACCLENNY,FL,32063,161755,11/1/1988,30.284132,-82.127726
1206,BATON ROUGE LA,Supercenter,3132 COLLEGE DR,BATON ROUGE,LA,70808,192733,5/3/1988,30.41847123,-91.14173749
1207,CALLAWAY FL,Supercenter,725 NO. TYNDALL PKWY,CALLAWAY,FL,32404,200083,5/3/1988,30.15992027,-85.59129121
1208,WHEAT RIDGE CO,Wal-Mart,3600 YOUNGFIELD ST,WHEAT RIDGE,CO,80033,138109,5/3/1988,39.76630798,-105.1406971
1209,LINCOLNTON NC,Supercenter,306 N GENERALS BLVD,LINCOLNTON,NC,28092,181122,2/2/1989,35.483398,-81.24200596
1210,NICHOLASVILLE KY,Supercenter,1024 N MAIN ST,NICHOLASVILLE,KY,40356,199326,10/3/1988,37.90119576,-84.5640141
1211,HARVARD IL,Supercenter,21101 MCGUIRE RD,HARVARD,IL,60033,148844,8/16/1988,42.422653,-88.603857
1212,SARALAND AL,Supercenter,1095 INDUSTRIAL PKWY,SARALAND,AL,36571,201569,9/1/1988,30.79622341,-88.09437167
1213,BROOKSVILLE FL,Supercenter,13300 CORTEZ BLVD,BROOKSVILLE,FL,34613,202801,10/3/1988,28.53363708,-82.50512871
1214,COLBY KS,Supercenter,115 W WILLOW ST,COLBY,KS,67701,98691,2/2/1989,39.36533521,-101.0441062
1215,CALHOUN GA,Supercenter,450 W BELMONT DR,CALHOUN,GA,30701,179062,11/1/1988,34.48040857,-84.94280193
1216,CARROLLTON TX,Supercenter,1213 E TRINITY MILLS RD,CARROLLTON,TX,75006,224810,10/3/1988,32.98325641,-96.90479185
1217,FRANKLIN NC,Supercenter,273 COMMONS DRIVE,FRANKLIN,NC,28734,114182,11/1/1988,35.20146,-83.38146
1218,CASA GRANDE AZ,Supercenter,1741 E FLORENCE BLVD,CASA GRANDE,AZ,85122,222524,10/11/1988,32.879497,-111.7087676
1219,JACKSONVILLE FL,Supercenter,12100 LEM TURNER RD,JACKSONVILLE,FL,32218,230658,11/1/1988,30.45119534,-81.70675054
1220,ORLANDO FL,Supercenter,2500 S KIRKMAN RD,ORLANDO,FL,32811,205863,4/3/1989,28.51525084,-81.45919934
1221,WICHITA KS,Supercenter,6110 W KELLOGG DR,WICHITA,KS,67209,210499,10/3/1988,37.67329558,-97.41344304
1222,PENSACOLA (N) FL,Supercenter,8970 PENSACOLA BLVD,PENSACOLA,FL,32534,219715,11/17/1988,30.5276635,-87.27246451
1223,TALLAHASSEE (NE) FL,Supercenter,5500 THOMASVILLE RD,TALLAHASSEE,FL,32312,221318,11/17/1988,30.528764,-84.261941
1224,PENSACOLA FL,Supercenter,2650 CREIGHTON RD,PENSACOLA,FL,32504,223504,6/2/1988,30.49718446,-87.19277416
1225,ORANGE PARK FL,Supercenter,899 BLANDING BLVD,ORANGE PARK,FL,32065,203819,6/30/1988,30.13782296,-81.76922143
1226,ASHLAND CITY TN,Supercenter,1626 HIGHWAY 12 S,ASHLAND CITY,TN,37015,155078,11/17/1988,36.24858773,-87.03096818
1227,AUGUSTA (MARTINEZ) GA,Supercenter,260 BOBBY JONES EXPY,AUGUSTA,GA,30907,220431,11/10/1988,33.49317225,-82.08440815
1228,ROUND LAKE BEACH IL,Supercenter,2680 N IL ROUTE 83,ROUND LAKE BEACH,IL,60073,176317,12/31/1988,42.35178,-88.09248
1229,HOOVER(BIRMINGHAM) AL,Supercenter,2780 JOHN HAWKINS PKWY,HOOVER,AL,35244,222512,4/3/1989,33.36171,-86.788783
1230,SHOW LOW AZ,Supercenter,5401 S WHITE MOUNTAIN RD,SHOW LOW,AZ,85901,203750,11/1/1988,34.20120876,-110.0187581
1231,THORNTON CO,Supercenter,9901 GRANT ST,THORNTON,CO,80229,203622,11/17/1988,39.87583138,-104.9856262
1232,BELTON TX,Supercenter,2604 N MAIN ST,BELTON,TX,76513,188242,10/3/1988,31.08081501,-97.45769933
1233,PAINTSVILLE KY,Supercenter,470 NO. MAYO TRAIL,PAINTSVILLE,KY,41240,207498,9/1/1988,37.809028,-82.802236
1234,MONTICELLO KY,Supercenter,175 WALMART PLAZA DR,MONTICELLO,KY,42633,156946,10/11/1988,36.83413,-84.845607
1235,SAN ANTONIO TX,Supercenter,5025 NW LOOP 410,SAN ANTONIO,TX,78229,113549,10/3/1988,29.501242,-98.573979
1236,GOLDSBORO NC,Supercenter,1002 N SPENCE AVE,GOLDSBORO,NC,27534,202528,8/16/1988,35.38644536,-77.94740265
1237,DUNN NC,Supercenter,590 E JACKSON BLVD,ERWIN,NC,28339,206347,8/16/1988,35.32461205,-78.64867524
1238,FAYETTEVILLE NC,Supercenter,1550 SKIBO RD,FAYETTEVILLE,NC,28303,200084,12/31/1988,35.08173152,-78.95682172
1239,URBANA OH,Supercenter,1840 E US HIGHWAY 36,URBANA,OH,43078,187397,2/2/1989,40.10624007,-83.71515946
1240,SIERRA VISTA AZ,Supercenter,500 N HIGHWAY 90 BYP,SIERRA VISTA,AZ,85635,186463,10/3/1988,31.55857986,-110.2573871
1241,DAVENPORT IA,Supercenter,5811 ELMORE AVE,DAVENPORT,IA,52807,219622,6/29/1989,41.58098144,-90.52558108
1242,HENDERSONVILLE NC,Supercenter,250 HIGHLANDS SQUARE DR,HENDERSONVILLE,NC,28792,220167,11/1/1988,35.34877538,-82.43773665
1243,MARTINSVILLE VA,Supercenter,976 COMMONWEALTH BLVD,MARTINSVILLE,VA,24112,204095,2/2/1989,36.6943224,-79.90144247
1244,GREENVILLE / TAYLOR SC,Supercenter,3027 WADE HAMPTON BLVD,TAYLORS,SC,29687,208085,11/1/1988,34.9061171,-82.33074017
1245,LAKELAND(N) FL,Supercenter,5800 US HIGHWAY 98 N,LAKELAND,FL,33809,224132,2/2/1989,28.16882674,-81.97882563
1247,HAZARD KY,Supercenter,120 DANIEL BOONE PLZ,HAZARD,KY,41701,207497,4/3/1989,37.253627,-83.184866
1248,MEMPHIS (SE) TN,Supercenter,7525 WINCHESTER RD,MEMPHIS,TN,38125,220167,4/3/1989,35.04990613,-89.81819319
1249,SAN ANGELO TX,Supercenter,610 W 29TH ST,SAN ANGELO,TX,76903,203819,2/2/1989,31.48445484,-100.462482
1252,HIGHLANDS RANCH CO,Supercenter,6675 BUSINESS CENTER DR,HIGHLANDS RANCH,CO,80130,192121,2/2/1989,39.544318,-104.920225
1253,AUSTIN (S) TX,Supercenter,710 E BEN WHITE BLVD,AUSTIN,TX,78704,207610,12/31/1988,30.21958613,-97.75653426
1254,BELLMEAD TX,Supercenter,1521 INTERSTATE 35 N,BELLMEAD,TX,76705,199333,12/31/1988,31.59582949,-97.10972865
1255,LAURINBURG NC,Supercenter,901 US HIGHWAY 401 S,LAURINBURG,NC,28352,190958,5/2/1989,34.76058023,-79.48171574
1256,JOLIET IL,Supercenter,2424 W JEFFERSON ST,JOLIET,IL,60435,203978,4/3/1989,41.52211668,-88.14149915
1257,STAMFORD TX,Wal-Mart,1608 N SWENSON ST,STAMFORD,TX,79553,41304,2/2/1989,32.94822,-99.76986
1259,CORBIN KY,Supercenter,60 S STEWART RD,CORBIN,KY,40701,188222,2/2/1989,36.937489,-84.114901
1260,LUCEDALE MS,Supercenter,11228 OLD 63 S,LUCEDALE,MS,39452,157283,2/2/1989,30.90232607,-88.5977458
1261,FAYETTEVILLE (NE) NC,Supercenter,4601 RAMSEY ST,FAYETTEVILLE,NC,28311,203819,12/31/1988,35.12329616,-78.88258646
1262,RUSHVILLE IN,Wal-Mart,1850 N MAIN ST,RUSHVILLE,IN,46173,50968,11/17/1988,39.66862547,-85.30062549
1263,EVANSVILLE IN,Supercenter,401 N BURKHARDT RD,EVANSVILLE,IN,47715,205116,11/17/1988,37.98085018,-87.47394963
1264,BELLEFONTAINEOH,Supercenter,2281 US HIGHWAY 68 S,BELLEFONTAINE,OH,43311,208278,11/17/1988,40.33208417,-83.76145785
1265,FERGUSON MO,Supercenter,10741 W FLORISSANT AVE,SAINT LOUIS,MO,63136,91094,6/29/1989,38.76609124,-90.28287043
1266,BATON ROUGE LA,Supercenter,2171 ONEAL LN,BATON ROUGE,LA,70816,199026,11/1/1988,30.44192187,-91.00735794
1267,SUN PRAIRIE WI,Wal-Mart,1905 MCCOY RD,SUN PRAIRIE,WI,53590,65930,2/2/1989,43.17627506,-89.24480682
1268,WHITEVILLE NC,Supercenter,200 COLUMBUS CORNERS DR,WHITEVILLE,NC,28472,187607,2/2/1989,34.30277957,-78.72434724
1269,LOUISVILLE KY,Supercenter,1915 S HURSTBOURNE PKWY,LOUISVILLE,KY,40220,127512,11/17/1988,38.21793884,-85.5858296
1270,NORTH AUGUSTA SC,Supercenter,1201 KNOX AVE,NORTH AUGUSTA,SC,29841,205802,11/1/1988,33.50713737,-81.9583423
1271,MERIDIAN MS,Supercenter,2400 HIGHWAY 19 N,MERIDIAN,MS,39307,184297,2/2/1989,32.38253528,-88.74955966
1272,SNYDER TX,Wal-Mart,4515 COLLEGE AVE,SNYDER,TX,79549,125833,4/3/1989,32.69547987,-100.9192962
1273,FOUNTAIN CO,Supercenter,6310 S US HIGHWAY 85-87,FOUNTAIN,CO,80817,209415,4/3/1989,38.74153603,-104.7353619
1274,WHITEWATER WI,Supercenter,1362 W MAIN ST,WHITEWATER,WI,53190,99251,4/3/1989,42.83480497,-88.75935724
1275,LEBANON IN,Supercenter,2440 N LEBANON ST,LEBANON,IN,46052,153422,4/3/1989,40.06631196,-86.47291999
1276,SHEBOYGAN WI,Supercenter,3711 S TAYLOR DR,SHEBOYGAN,WI,53081,203807,8/1/1989,43.71614852,-87.75877167
1277,BLACK RIVER FALLS WI,Supercenter,611 STATE HIGHWAY 54,BLACK RIVER FALLS,WI,54615,164242,2/2/1989,44.29478339,-90.8547897
1278,PERRY OK,Wal-Mart,1506 FIR ST,PERRY,OK,73077,30365,11/1/1988,36.28957723,-97.3011616
1279,HOUSTON TX,Supercenter,10411 N FREEWAY 45,HOUSTON,TX,77037,220805,5/2/1989,29.888126,-95.390473
1280,GRAND JUNCTION CO,Supercenter,2881 NORTH AVE,GRAND JUNCTION,CO,81501,216019,6/1/1989,39.07690815,-108.5180286
1281,SPARTENBURG (EAST) SC,Supercenter,2151 E MAIN ST,SPARTANBURG,SC,29307,207498,2/2/1989,34.97290069,-81.88370154
1282,CONCORDIA KS,Supercenter,140 E COLLEGE DR,CONCORDIA,KS,66901,109290,11/1/1988,39.567727,-97.660244
1283,STARKE FL,Supercenter,14500 US HIGHWAY 301 S,STARKE,FL,32091,157628,2/2/1989,29.949586,-82.112253
1284,PHENIX CITY AL,Supercenter,3700 HWY 280/431 N.,PHENIX CITY,AL,36867,200084,4/3/1989,32.473217,-85.01999
1285,OTTUMWA IA,Supercenter,1940 VENTURE DR,OTTUMWA,IA,52501,203622,4/3/1989,41.018213,-92.416533
1286,COLUMBIA SC,Supercenter,7520 GARNERS FERRY RD,COLUMBIA,SC,29209,203622,2/2/1989,33.96243423,-80.94143492
1287,BURLINGTON NC,Supercenter,3141 GARDEN RD,BURLINGTON,NC,27215,205270,4/3/1989,36.07155645,-79.4988187
1288,ROXBORO NC,Supercenter,1049 DURHAM RD STE A,ROXBORO,NC,27573,157795,4/3/1989,36.37959159,-78.98428604
1289,WILMINGTON OH,Supercenter,2825 PROGRESS WAY,WILMINGTON,OH,45177,203622,2/2/1989,39.45293848,-83.77931652
1290,WILKESBORO NC,Supercenter,1801 US HIGHWAY 421,WILKESBORO,NC,28697,176887,5/2/1989,36.15016927,-81.19280536
1291,TUCSON (E) AZ,Wal-Mart,7150 E SPEEDWAY BLVD,TUCSON,AZ,85710,126512,6/1/1989,32.23547344,-110.8399616
1292,CHRISTIANSBURG VA,Supercenter,2400 N FRANKLIN ST,CHRISTIANSBURG,VA,24073,200872,4/3/1989,37.16094186,-80.42534151
1293,AUGUSTA GA,Supercenter,3209 DEANS BRIDGE RD,AUGUSTA,GA,30906,192394,4/3/1989,33.42215173,-82.06258399
1294,MARION IN,Supercenter,3240 SOUTHWESTERN,MARION,IN,46952,189451,4/3/1989,40.573842,-85.666492
1295,MADILL OK,Supercenter,1100 S 1ST ST,MADILL,OK,73446,99851,2/2/1989,34.085514,-96.773997
1296,SAN BENITO TX,Supercenter,1126 W US HIGHWAY 77,SAN BENITO,TX,78586,157870,2/2/1989,26.18562,-97.66464
1297,CHIEFLAND FL,Supercenter,2201 N YOUNG BLVD,CHIEFLAND,FL,32626,178727,5/2/1989,29.50240385,-82.86837183
1298,JACKSONVILLE NC,Supercenter,2025 N MARINE BLVD,JACKSONVILLE,NC,28546,205034,8/1/1989,34.77922488,-77.3930275
1299,COTTONWOOD AZ,Supercenter,2003 E RODEO DR,COTTONWOOD,AZ,86326,203622,2/2/1989,34.717972,-112.006354
1300,NEW BERN NC,Supercenter,3105 DR M L KING JR BLVD,NEW BERN,NC,28562,203492,2/2/1989,35.07174,-77.09958
1301,ROANOKE (S) VA,Supercenter,5350 CLEARBROOK VILLAGE LN,ROANOKE,VA,24014,181375,6/29/1989,37.20466564,-79.94774269
1302,NORTON VA,Supercenter,780 COMMONWEALTH DR,NORTON,VA,24273,203569,8/1/1989,36.936315,-82.622842
1303,GEORGETOWN TX,Supercenter,620 S INTERSTATE 35,GEORGETOWN,TX,78628,207066,8/1/1989,30.64127374,-97.68909234
1304,WARSAW IN,Supercenter,2501 WALTON BLVD,WARSAW,IN,46582,205799,11/27/1990,41.27355226,-85.85681446
1305,JANESVILLE WI,Supercenter,3800 DEERFIELD DR,JANESVILLE,WI,53546,186703,6/29/1989,42.670071,-88.994997
1306,ALAMOGORDO NM,Supercenter,233 S NEW YORK AVE,ALAMOGORDO,NM,88310,203750,2/2/1989,32.89210829,-105.959212
1307,BOURBONAIS IL,Supercenter,2080 NO. ST. ROUTE 50,BOURBONNAIS,IL,60914,203710,5/2/1989,41.16652667,-87.85107794
1308,LITTLETON/DENVER (SW) CO,Supercenter,7700 W QUINCY AVE,LITTLETON,CO,80123,124887,10/2/1989,39.63860779,-105.0853784
1309,SALEM VA,Supercenter,1851 W MAIN ST,SALEM,VA,24153,178507,6/1/1989,37.28860118,-80.08854959
1310,TERRE HAUTE (S) IN,Supercenter,5555 S US HWY #41,TERRE HAUTE,IN,47802,198144,5/2/1989,39.42715,-87.391878
1311,COLUMBUS (N) GA,Supercenter,5448 WHITTLESEY BLVD STE B,COLUMBUS,GA,31909,208213,10/31/1989,32.534042,-84.92471
1312,SPRING LAKE NC,Supercenter,670 LILLINGTON HWY,SPRING LAKE,NC,28390,186558,6/29/1989,35.17402446,-78.96650293
1313,SAN ANTONIO (S) TX,Supercenter,1200 SE MILITARY DR,SAN ANTONIO,TX,78214,202717,8/31/1989,29.35467081,-98.47920205
1314,BUFORD GA,Supercenter,3795 BUFORD DR,BUFORD,GA,30519,205330,6/1/1989,34.08515065,-83.99080694
1315,CHEYENNE WY,Supercenter,2032 DELL RANGE BLVD,CHEYENNE,WY,82009,214060,12/30/1989,41.1603468,-104.7955255
1316,STURGEON BAY WI,Supercenter,1536 EGG HARBOR RD,STURGEON BAY,WI,54235,119620,6/1/1989,44.84430455,-87.36845695
1317,ASHEVILLE (E) NC,Supercenter,125 BLEACHERY BLVD,ASHEVILLE,NC,28805,219622,10/1/1990,35.57743174,-82.51582601
1318,KNOXVILLE (NW) TN,Supercenter,6777 CLINTON HWY,KNOXVILLE,TN,37912,209972,8/31/1989,36.00702784,-84.02773488
1319,KNOXVILLE (N) TN,Supercenter,7550 NORRIS FWY,KNOXVILLE,TN,37938,184749,8/31/1989,36.08741154,-83.94193951
1320,KNOXVILLE (SE) TN,Supercenter,7420 CHAPMAN HWY,KNOXVILLE,TN,37920,207602,1/31/1990,35.90843964,-83.8439297
1321,SMITHFIELD NC,Supercenter,1299 N BRIGHTLEAF BLVD,SMITHFIELD,NC,27577,202424,8/31/1989,35.49545815,-78.35532384
1322,LEXINGTON NC,Supercenter,160 LOWES BLVD,LEXINGTON,NC,27292,203084,12/30/1989,35.79169671,-80.26187508
1323,PEORIA IL,Wal-Mart,3315 N UNIVERSITY ST,PEORIA,IL,61604,119596,9/1/1992,40.72775963,-89.61283903
1324,NOGALES AZ,Supercenter,100 W WHITE PARK DR,NOGALES,AZ,85621,219622,6/1/1989,31.382641,-110.94176
1325,TUCSON (N) AZ,Wal-Mart,455 E WETMORE RD,TUCSON,AZ,85705,86922,6/1/1989,32.288001,-110.965067
1326,GRAND ISLAND NE,Supercenter,2250 NO. DIERS AVE,GRAND ISLAND,NE,68803,212177,6/1/1989,40.94072009,-98.38478739
1327,MADISON IN,Supercenter,567 IVY TECH DR,MADISON,IN,47250,201788,4/3/1989,38.78230185,-85.38177947
1328,WINSLOW AZ,Supercenter,700 MIKES PIKE ST,WINSLOW,AZ,86047,158261,6/1/1989,35.04089213,-110.7015169
1329,LOGANSPORT IN,Supercenter,240 MALL RD,LOGANSPORT,IN,46947,153523,11/16/1989,40.7643605,-86.31682764
1330,LIMA OH,Supercenter,2450 ALLENTOWN RD,LIMA,OH,45805,151719,4/3/1989,40.75009416,-84.15301689
1331,SIDNEY OH,Supercenter,2400 MICHIGAN ST,SIDNEY,OH,45365,222347,4/3/1989,40.28782037,-84.19074907
1332,SOUTH SIOUX CITY NE,Supercenter,1601 CORNHUSKER DR,SOUTH SIOUX CITY,NE,68776,186996,8/31/1989,42.471705,-96.414132
1333,VAN WERT OH,Supercenter,301 TOWN CENTER BLVD,VAN WERT,OH,45891,183798,8/1/1989,40.861959,-84.587966
1334,CLAYPOOL/MIAMI AZ,Supercenter,100 SOUTH RAGUS RD,CLAYPOOL,AZ,85532,117087,8/31/1989,33.411965,-110.831503
1335,LEXINGTON VA,Supercenter,1233 N LEE HWY,LEXINGTON,VA,24450,176969,8/1/1989,37.80503228,-79.40613208
1336,MARION VA,Wal-Mart,1193 N MAIN ST,MARION,VA,24354,99911,8/1/1989,36.84484629,-81.4999036
1337,ELKIN NC,Supercenter,548 CC CAMP RD,ELKIN,NC,28621,210259,4/3/1989,36.2782101,-80.83264062
1338,COLUMBUS (S) GA,Wal-Mart,4701 BUENA VISTA RD,COLUMBUS,GA,31907,86102,6/29/1989,32.46707002,-84.91444265
1339,COLUMBIA (NE) SC,Supercenter,10060 TWO NOTCH RD,COLUMBIA,SC,29223,222347,6/29/1989,34.11337866,-80.89173275
1340,ATLANTA/DECATUR GA,Supercenter,5401 FAIRINGTON RD,LITHONIA,GA,30038,205805,6/29/1989,33.70285757,-84.16770399
1341,EVANSVILLE(W) IN,Supercenter,335 S RED BANK RD,EVANSVILLE,IN,47712,205094,10/31/1989,37.98187097,-87.63682472
1342,KENNER LA,Supercenter,300 W ESPLANADE AVE,KENNER,LA,70065,211009,6/1/1989,30.02275133,-90.26940857
